line,label
vpx_free(pbi->mt_yabove_row);,0
pbi->mt_yabove_row = NULL ;,0
if (pbi->mt_uabove_row),0
vpx_free(pbi->mt_uabove_row[i]);,0
pbi->mt_uabove_row[i] = NULL ;,0
vpx_free(pbi->mt_uabove_row);,0
pbi->mt_uabove_row = NULL ;,0
if (pbi->mt_vabove_row),0
vpx_free(pbi->mt_vabove_row[i]);,0
pbi->mt_vabove_row[i] = NULL ;,0
vpx_free(pbi->mt_vabove_row);,0
pbi->mt_vabove_row = NULL ;,0
/* Free left_col buffers. *,0
if (pbi->mt_yleft_col),0
vpx_free(pbi->mt_yleft_col[i]);,0
pbi->mt_yleft_col[i] = NULL ;,0
vpx_free(pbi->mt_yleft_col);,0
pbi->mt_yleft_col = NULL ;,0
if (pbi->mt_uleft_col),0
vpx_free(pbi->mt_uleft_col[i]);,0
pbi->mt_uleft_col[i] = NULL ;,0
vpx_free(pbi->mt_uleft_col);,0
pbi->mt_uleft_col = NULL ;,0
if (pbi->mt_vleft_col),0
IPC::Message* reply_msg) {,0
HWND host_window = gfx::NativeViewFromId(params.host_window_id);,0
#elif defined(OS_MACOSX),0
gfx::NativeWindow host_window = NULL;,0
reply_msg);,0
if (!host_window || !IsWindow(host_window)) {,0
host_window = GetDesktopWindow();,0
"host_window = GetAncestor(host_window, GA_ROOTOWNER);",0
DCHECK(host_window);,0
"printer_query->GetSettings(printing::PrinterQuery::ASK_USER,",0
base::string16 GetAppForProtocolUsingRegistry(const GURL& url) {,0
base::string16 cmd_key_path = base::ASCIIToUTF16(url.scheme());,0
fl6->daddr = ireq->ir_v6_rmt_addr;,0
if (fault & VM_FAULT_MAJOR),0
else if (fault & VM_FAULT_MINOR),0
if (state_.scroll),0
"mark_desktop_file_trusted (CommonJob    *common,",0
"GCancellable *cancellable,",0
"GFile        *file,",0
"char *contents, *new_contents;",0
error = NULL;,0
"if (!g_file_load_contents (file,",0
"cancellable,",0
"&contents, &length,",0
"NULL, &error))",0
if (interactive),0
"response = run_error (common,",0
"g_strdup (_(""Unable to mark launcher trusted (executable)"")),",0
"error->message,",0
"NULL,",0
"CANCEL, RETRY,",0
response = 0;,0
if (response == 0 || response == GTK_RESPONSE_DELETE_EVENT),0
abort_job (common);,0
else if (response == 1),0
"if (!g_str_has_prefix (contents, ""#!""))",0
new_length = length + strlen (TRUSTED_SHEBANG);,0
new_contents = g_malloc (new_length);,0
"strcpy (new_contents, TRUSTED_SHEBANG);",0
"memcpy (new_contents + strlen (TRUSTED_SHEBANG),",0
"contents, length);",0
"if (!g_file_replace_contents (file,",0
"new_contents,",0
"new_length,",0
"FALSE, 0,",0
"NULL, cancellable, &error))",0
g_free (contents);,0
g_free (new_contents);,0
return(0);,0
"dtls1_buffer_record(s, &(s->d1->processed_rcds),",0
"if (ExtensionTabUtil::GetTabStripModel(contents, &tab_strip, &tab_index)) {",0
tab_strip->IsTabPinned(tab_index));,0
long Track::GetNext(,0
"const BlockEntry* pCurrEntry,",0
const BlockEntry*& pNextEntry) const,0
assert(pCurrEntry);,0
const Block* const pCurrBlock = pCurrEntry->GetBlock();,0
assert(pCurrBlock && pCurrBlock->GetTrackNumber() == m_info.number);,0
if (!pCurrBlock || pCurrBlock->GetTrackNumber() != m_info.number),0
const Cluster* pCluster = pCurrEntry->GetCluster();,0
while (pNextEntry),0
const Block* const pNextBlock = pNextEntry->GetBlock();,0
if (pNextBlock->GetTrackNumber() == m_info.number),0
if (!setup_for_test_mode_) {,0
void PrintPreviewUI::OnCancelPendingPreviewRequest() {,0
const AtomicString& role = getAttribute(HTMLNames::roleAttr);,0
long Tracks::Parse(),0
assert(m_trackEntries == NULL);,0
assert(m_trackEntriesEnd == NULL);,0
int count = 0;,0
if (size == 0)  //weird,0
if (id == 0x2E)  //TrackEntry ID,0
++count;,0
assert(pos <= stop);,0
return 0;  //success,0
m_trackEntries = new (std::nothrow) Track*[count];,0
if (m_trackEntries == NULL),0
m_trackEntriesEnd = m_trackEntries;,0
pos = m_start;,0
const long long element_start = pos;,0
"long long id, payload_size;",0
payload_size);,0
if (payload_size == 0)  //weird,0
const long long payload_stop = pos + payload_size;,0
assert(payload_stop <= stop);  //checked in ParseElement,0
const long long element_size = payload_stop - element_start;,0
Track*& pTrack = *m_trackEntriesEnd;,0
pTrack = NULL;,0
const long status = ParseTrackEntry(,0
"payload_size,",0
"element_start,",0
"element_size,",0
pTrack);,0
if (pTrack),0
ProfileOAuth2TokenServiceFactory::GetForProfile(browser_->profile()),0
if (is_data) {,0
"IPC_BEGIN_MESSAGE_MAP(RenderFrameHostImpl, msg)",0
"IPC_MESSAGE_HANDLER(FrameHostMsg_DidAddMessageToConsole,",0
"*val = (tmp & 0x80000000) ? (-JAS_CAST(longlong, (((~tmp) &",0
Mutex::Autolock autoLock(mLock);,0
"progress_bar_ = AddChildView(std::make_unique<views::ProgressBar>(5, false));",0
EBMLHeader::~EBMLHeader(),0
if (!v),0
.value()});,0
chromeos::disks::DiskMountManager::GetInstance()->MountPath(,0
"source_path_, """",",0
base::StrCat(,0
"{""drivefs-"", host_->delegate_->GetAccountId().GetAccountIdKey()}),",0
"{datadir_option}, chromeos::MOUNT_TYPE_NETWORK_STORAGE,",0
evt_data.hdr.op_code = *p++;,0
"ASSERT(memcmp(args->name, name_rmt->name, args->namelen) == 0);",0
"args->rmtblkcnt = xfs_attr3_rmt_blocks(args->dp->i_mount,",0
if (args->flags & ATTR_KERNOVAL) {,0
if (args->valuelen < valuelen) {,0
"test_size(png_modifier* PNG_CONST pm, png_byte PNG_CONST colour_type,",0
"static PNG_CONST png_byte hinc[] = {1, 3, 11, 1, 5};",0
#     ifdef PNG_WRITE_INTERLACING_SUPPORTED,0
"standard_test(&pm->this, FILEID(colour_type, DEPTH(bdlo), 0/*palette*/,",0
"PNG_INTERLACE_ADAM7, w, h, 0), 0/*do_interlace*/,",0
pm->use_update_info);,0
if (fail(pm)),0
"PNG_INTERLACE_ADAM7, w, h, 1), 0/*do_interlace*/,",0
case IPOPT_LSRR:,0
return code;,0
"NavigationPolicy GetNavigationPolicy(const WebInputEvent* current_event,",0
!features.resizable;,0
as_popup ? kNavigationPolicyNewPopup : kNavigationPolicyNewForegroundTab;,0
"UpdatePolicyForEvent(current_event, &policy);",0
return policy;,0
"ts.tv_sec = div_long_long_rem_signed(nsec, NSEC_PER_SEC, &ts.tv_nsec);",0
if (unlikely(nsec < 0)),0
OnUpdate(properties_->UpdateSvgLocalToBorderBoxTransform(,0
ui::ModalType ExtensionInstallDialogView::GetModalType() const {,0
return AriaCurrentStateUndefined;,0
return AriaCurrentStateFalse;,0
return AriaCurrentStateTrue;,0
return AriaCurrentStatePage;,0
return AriaCurrentStateStep;,0
return AriaCurrentStateLocation;,0
return AriaCurrentStateDate;,0
"raw = bpf_any_get(inode->i_private, *type);",0
void BrowserActionsContainer::BrowserActionRemoved(Extension* extension) {,0
if (popup_ && popup_->host()->extension() == extension),0
HidePopup();,0
int visible_actions = 0;,0
for (size_t i = 0; i < browser_action_views_.size(); ++i) {,0
if (browser_action_views_[i]->IsVisible()),0
++visible_actions;,0
for (std::vector<BrowserActionView*>::iterator iter =,0
browser_action_views_.begin(); iter != browser_action_views_.end();,0
++iter) {,0
if ((*iter)->button()->extension() == extension) {,0
RemoveChildView(*iter);,0
delete *iter;,0
browser_action_views_.erase(iter);,0
animation_target_size_ =,0
ClampToNearestIconCount(IconCountToWidth(visible_actions));,0
resize_animation_->Reset();,0
resize_animation_->SetTweenType(SlideAnimation::EASE_OUT);,0
resize_animation_->Show();,0
mp4object *mp4 = (mp4object *)handle;,0
*in = (float)((double)index * (double)mp4->basemetadataduration / (double)mp4->meta_clockdemon);,0
*out = (float)((double)(index + 1) * (double)mp4->basemetadataduration / (double)mp4->meta_clockdemon);,0
"return ERR_IO_PENDING == spdy_websocket_stream_->SendData(data, length);",0
/* ipc_addid() locks msq upon success. *,0
"id = ipc_addid(&msg_ids(ns), &msq->q_perm, ns->msg_ctlmni);",0
if (id < 0) {,0
"ipc_rcu_putref(msq, msg_rcu_free);",0
unsigned int height) {,0
uint8* scanline = scanline_.get();,0
"shutdown(private->command.socket, SHUT_RDWR);       /* no more receptions *",0
"shutdown(private->callback.socket, SHUT_RDWR);      /* no more receptions *",0
close(private->command.socket);,0
if (private->command.encrypted) {,0
"gnutls_bye(*(private->command.session), GNUTLS_SHUT_RDWR);",0
gnutls_deinit(*(private->command.session));,0
gnutls_free(private->command.session);,0
"gnutls_bye(*(private->callback.session), GNUTLS_SHUT_RDWR);",0
gnutls_deinit(*(private->callback.session));,0
gnutls_anon_free_client_credentials(anon_cred_c);,0
ContentEncoding::ContentEncryption::~ContentEncryption() {,0
delete [] key_id;,0
delete [] signature;,0
PyObject *logical = NULL;	/* input unicode or string object *,0
FriBidiParType base = FRIBIDI_TYPE_RTL;	/* optional direction *,0
"const char *encoding = ""utf-8"";	/* optional input string encoding *",0
int clean = 0; /* optional flag to clean the string *,0
int reordernsm = 1; /* optional flag to allow reordering of non spacing marks*,0
static char *kwargs[] =,0
"{ ""logical"", ""base_direction"", ""encoding"", ""clean"", ""reordernsm"", NULL };",0
"if (!PyArg_ParseTupleAndKeywords (args, kw, ""O|isii"", kwargs,",0
"&logical, &base, &encoding, &clean, &reordernsm))",0
/* Validate base *,0
if (!(base == FRIBIDI_TYPE_RTL ||,0
base == FRIBIDI_TYPE_LTR || base == FRIBIDI_TYPE_ON)),0
"return PyErr_Format (PyExc_ValueError,",0
"""invalid value %d: use either RTL, LTR or ON"",",0
base);,0
/* Check object type and delegate to one of the log2vis functions *,0
if (PyUnicode_Check (logical)),0
"return log2vis_unicode (logical, base, clean, reordernsm);",0
else if (PyString_Check (logical)),0
"return log2vis_encoded_string (logical, encoding, base, clean, reordernsm);",0
"return PyErr_Format (PyExc_TypeError,",0
"""expected unicode or str, not %s"",",0
std::string ExtensionTtsPlatformImpl::error() {,0
return error_;,0
"fprintf(out, ""JP2 box: "");",0
"fprintf(out, ""type=%c%s%c (0x%08""PRIxFAST32""); length=%""PRIuFAST32""\n"", '""', boxinfo->name,",0
"bool allowed_script = IsAllowedScript(extension, url, tab_id);",0
bool allowed_capture =,0
"long vorbis_book_decodev_set(codebook *book,ogg_int32_t *a,",0
"if(decode_map(book,b,v,point))return -1;",0
for (j=0;j<book->dim;j++),0
for(i=0;i<n;){,0
static void msleep(uint64_t ms) {,0
if (nmask) {,0
nm = compat_alloc_user_space(alloc_size);,0
bool IsTransferFunctionSupported(gfx::ColorSpace::TransferID eotf) {,0
case gfx::ColorSpace::TransferID::GAMMA22:,0
case gfx::ColorSpace::TransferID::BT709:,0
case gfx::ColorSpace::TransferID::SMPTE170M:,0
case gfx::ColorSpace::TransferID::BT2020_10:,0
case gfx::ColorSpace::TransferID::BT2020_12:,0
case gfx::ColorSpace::TransferID::IEC61966_2_1:,0
double content_height_in_points;,0
double margin_top_in_points;,0
double margin_right_in_points;,0
double margin_bottom_in_points;,0
double margin_left_in_points;,0
"GetPageSizeAndMarginsInPoints(frame,",0
"params.page_number,",0
"params.params,",0
"&content_width_in_points,",0
"&content_height_in_points,",0
"&margin_top_in_points,",0
"&margin_right_in_points,",0
"&margin_bottom_in_points,",0
int size_x = static_cast<int>(content_width_in_points *,0
params.params.max_shrink);,0
int size_y = static_cast<int>(content_height_in_points *,0
float shrink = static_cast<float>(params.params.desired_dpi,0
"canvas.drawARGB(255, 255, 255, 255, SkXfermode::kSrc_Mode);",0
"float webkit_shrink = frame->printPage(params.page_number, &canvas);",0
if (shrink <= 0 || webkit_shrink <= 0) {,0
BITMAPV4HEADER bitmap_header;,0
"0, 0,",0
saddr.sin_family = AF_INET;,0
"gfx::Size size(codec_context->width, codec_context->height);",0
scoped_refptr<VideoFrame> video_frame =,0
"frame_pool_.CreateFrame(format, size, gfx::Rect(size),",0
frame->type = FF_BUFFER_TYPE_USER;,0
frame->width = codec_context->width;,0
"cache_ = new AppCache(storage(), storage()->NewCacheId());",0
"cache_->AddEntry(kManifestUrl,",0
"AppCacheEntry(AppCacheEntry::MANIFEST, 1, kTooBig));",0
if (browser->profile() == original_profile) {,0
browser->profile() == incognito_profile) {,0
if (original_tab_ids->GetSize() > 0) {,0
cookie_store_list->Append(helpers::CreateCookieStoreValue(,0
if (incognito_tab_ids.get() && incognito_tab_ids->GetSize() > 0) {,0
rcu_read_lock();,0
"__u32 secure_tcp_sequence_number(__be32 saddr, __be32 daddr,",0
"__be16 sport, __be16 dport)",0
__u32 seq;,0
struct keydata *keyptr = get_keyptr();,0
*  Pick a unique starting offset for each TCP connection endpoints,0
"*  (saddr, daddr, sport, dport).",0
"*  Note that the words are placed into the starting vector, which is",0
*  then mixed with a partial MD4 over random data.,0
hash[0] = (__force u32)saddr;,0
hash[1] = (__force u32)daddr;,0
hash[2] = ((__force u16)sport << 16) + (__force u16)dport;,0
"seq = half_md4_transform(hash, keyptr->secret) & HASH_MASK;",0
seq += keyptr->count;,0
"*	As close as possible to RFC 793, which",0
*	suggests using a 250 kHz clock.,0
*	Further reading shows this assumes 2 Mb/s networks.,0
"*	For 10 Mb/s Ethernet, a 1 MHz clock is appropriate.",0
"*	For 10 Gb/s Ethernet, a 1 GHz clock should be ok, but",0
*	we also need to limit the resolution so that the u32 seq,0
*	overlaps less than one time per MSL (2 minutes).,0
*	Choosing a clock of 64 ns period is OK. (period of 274 s),0
seq += ktime_to_ns(ktime_get_real()) >> 6;,0
return seq;,0
GtkWidget* location_bar),0
GDK_BUTTON_RELEASE_MASK);,0
"g_signal_connect(window_, ""motion-notify-event"",",0
"G_CALLBACK(HandleMotionThunk), this);",0
"g_signal_connect(window_, ""button-press-event"",",0
"G_CALLBACK(HandleButtonPressThunk), this);",0
"g_signal_connect(window_, ""button-release-event"",",0
"G_CALLBACK(HandleButtonReleaseThunk), this);",0
"g_signal_connect(window_, ""expose-event"",",0
void WebPluginDelegateStub::OnHandleURLRequestReply(,0
"delegate_->CreateResourceClient(params.resource_id, params.url,",0
"params.notify_needed,",0
"params.notify_data,",0
params.stream);,0
PyObject *module;,0
/* XXX What should be done if we fail here? *,0
"module = Py_InitModule3 (""pyfribidi"", PyfribidiMethods,",0
"PyModule_AddIntConstant (module, ""ON"", (long) FRIBIDI_TYPE_ON);",0
"PyModule_AddStringConstant (module, ""__author__"",",0
struct pstore *ps = get_info(store);,0
uint32_t stride;,0
stride = (ps->exceptions_per_area + 1);,0
next_free = ++ps->next_free;,0
"if (sector_div(next_free, stride) == 1)",0
if (!frame()->IsMaximized() || force_restored),0
return kTabstripTopSpacingRestored;,0
"ret = gss_get_mic(minor_status,",0
void PPB_URLLoader_Impl::LastPluginRefWasDeleted(bool instance_destroyed) {,0
Resource::LastPluginRefWasDeleted(instance_destroyed);,0
if (instance_destroyed) {,0
loader_.reset();,0
"MakeCacheAndGroup(kManifestUrl, 1, 1, true);",0
"void InspectorPageAgent::setDeviceOrientationOverride(ErrorString* error, double alpha, double beta, double gamma)",0
DeviceOrientationController* controller = DeviceOrientationController::from(mainFrame()->document());,0
if (!controller) {,0
"*error = ""Internal error: unable to override device orientation"";",0
"controller->didChangeDeviceOrientation(DeviceOrientationData::create(true, alpha, true, beta, true, gamma).get());",0
"asn1_push_tag(data, ASN1_SEQUENCE(0));",0
struct ldap_BindRequest *r = &msg->r.BindRequest;,0
"asn1_push_tag(data, ASN1_APPLICATION(msg->type));",0
"asn1_write_Integer(data, r->version);",0
"asn1_write_OctetString(data, r->dn,",0
"asn1_write(data, r->creds.password,",0
strlen(r->creds.password));,0
"asn1_write_OctetString(data, r->creds.SASL.mechanism,",0
if (r->creds.SASL.secblob) {,0
"asn1_write_OctetString(data, r->creds.SASL.secblob->data,",0
struct ldap_BindResponse *r = &msg->r.BindResponse;,0
if (r->SASL.secblob) {,0
"asn1_push_tag(data, ASN1_APPLICATION_SIMPLE(msg->type));",0
struct ldap_SearchRequest *r = &msg->r.SearchRequest;,0
PassRefPtr<RTCSessionDescriptionDescriptor> RTCPeerConnectionHandlerChromium::localDescription(),0
return m_webHandler->localDescription();,0
gint64	offset;,0
"pkt_len = parse_cosine_rec_hdr(&wth->phdr, line, err, err_info);",0
/* Convert the ASCII hex dump to binary data *,0
"return parse_cosine_hex_dump(wth->fh, &wth->phdr, pkt_len,",0
"RouteFunction(""OpenChannelToTab"",",0
"base::Bind(&TabsCustomBindings::OpenChannelToTab,",0
params->beacon.tail_len);,0
int optval;,0
"code = dict_find_string(op, ""Implementation"", &pImpl);",0
"void TypingCommand::insertText(Document& document,",0
"const String& text,",0
"const VisibleSelection& selectionForInsertion,",0
"Options options,",0
"TextCompositionType compositionType,",0
"asn1_push_tag(data, ASN1_GENERAL_STRING);",0
"asn1_write_LDAPString(data, s);",0
static void local_socket_close(asocket* s) {,0
adb_mutex_lock(&socket_list_lock);,0
local_socket_close_locked(s);,0
adb_mutex_unlock(&socket_list_lock);,0
"while ((impeg2d_bit_stream_nxt(ps_stream,START_CODE_LEN) != u4_start_code_val)",0
s->s3->tmp.reuse_message=1;,0
group_top = bn_get_top(cardinality);,0
"if ((bn_wexpand(k, group_top + 1) == NULL)",0
cc::FrameSinkId RenderWidgetHostViewAura::GetFrameSinkId() {,0
return delegated_frame_host_ ? delegated_frame_host_->GetFrameSinkId(),0
"MountError PerformFakeMount(const std::string& source_path,",0
DCHECK((num_bits > 0) && (num_bits <= 64));,0
uint64_t value;,0
SHELLEXECUTEINFO info = { sizeof(info) };,0
"store_message(png_store *ps, png_const_structp pp, char *buffer, size_t bufsize,",0
int d = ((buf[0] >> 4) & 0xf) | ((buf[1] & 0x1) << 4);,0
fptr->reserved = 0;,0
"png_bytep b = voidcast(png_bytep, malloc((size_t)cb));",0
fclose(f);,0
image->input_memory_size = cb;,0
"return logclose(image, f, image->file_name,",0
""": read failed: "");",0
"const long long seekIdId = ReadUInt(pReader, pos, len);",0
iif = skb->dev->ifindex;,0
"long vorbis_book_decodevv_add(codebook *book,ogg_int32_t **a,",0
"long offset,int ch,",0
for (j=0;j<book->dim;j++){,0
a[chptr++][i]+=v[j];,0
if(chptr==ch){,0
chptr=0;,0
i++;,0
request == PTRACE_INTERRUPT);,0
void SyncManager::SyncInternal::MaybeSetSyncTabsInNigoriNode(,0
const ModelTypeSet enabled_types) {,0
if (initialized_ && enabled_types.Has(syncable::SESSIONS)) {,0
"WriteTransaction trans(FROM_HERE, GetUserShare());",0
WriteNode node(&trans);,0
if (node.InitByTagLookup(kNigoriTag) != sync_api::BaseNode::INIT_OK) {,0
"LOG(WARNING) << ""Unable to set 'sync_tabs' bit because Nigori node not """,0
"<< ""found."";",0
sync_pb::NigoriSpecifics specifics(node.GetNigoriSpecifics());,0
specifics.set_sync_tabs(true);,0
node.SetNigoriSpecifics(specifics);,0
"static int iov_fault_in_pages_write(struct iovec *iov, unsigned long len)",0
"if (fault_in_pages_writeable(iov->iov_base, this_len))",0
"head = find_swevent_head(swhash, event);",0
if (!head) {,0
* We can race with cpu hotplug code. Do not,0
* WARN if the cpu just got unplugged.,0
"void SendTabToSelfInfoBar::ShowInfoBar(content::WebContents* web_contents,",0
SendTabToSelfInfoBarDelegate* delegate) {,0
void CheckSad(unsigned int max_sad) {,0
"unsigned int reference_sad, exp_sad;",0
reference_sad = ReferenceSAD(max_sad);,0
exp_sad = SAD(max_sad);,0
if (reference_sad <= max_sad) {,0
"ASSERT_EQ(exp_sad, reference_sad);",0
"ASSERT_GE(exp_sad, reference_sad);",0
"result_callback_(std::move(callback)),",0
DCHECK(result_callback_);,0
struct buffer_head *bh = NULL;,0
if (HDR(bh)->h_refcount == cpu_to_le32(1)) {,0
if (ce),0
"le32_add_cpu(&HDR(bh)->h_refcount, -1);",0
AUDIO_ATTRIBUTES_TAGS_MAX_SIZE - 1 : realTagSize;,0
exception->exceptions);,0
if ((p->severity >= WarningException) && (p->severity < ErrorException)),0
"MagickWarning(p->severity,p->reason,p->description);",0
if ((p->severity >= ErrorException) && (p->severity < FatalErrorException)),0
if (l->sum_time != l->min_time) {,0
"len += sprintf(buf + len, "" age=%ld/%ld/%ld"",",0
"l->min_time,",0
"div_long_long_rem(l->sum_time, l->count, &remainder),",0
"static struct btrfs_dir_item *btrfs_match_dir_item_name(struct btrfs_root *root,",0
"struct btrfs_path *path,",0
|| (read_ret == 0 && s->reconnect_at_eof && (!h->is_streamed || s->reconnect_streamed))) {,0
if (seek_ret != target) {,0
if (pmd_trans_huge(*pmd)) {,0
"} else if (zap_huge_pmd(tlb, vma, pmd, addr))",0
if (pmd_none_or_clear_bad(pmd)),0
if (Stream_GetPosition(channel->dvc_data) + dataSize > (UINT32) Stream_Capacity(,0
"int udf_get_filename(struct super_block *sb, uint8_t *sname, uint8_t *dname,",0
clearResponse();,0
clearRequest();,0
m_state = DONE;,0
if (!m_uploadComplete) {,0
m_uploadComplete = true;,0
if (m_upload && m_uploadEventsAllowed),0
m_upload->dispatchEventAndLoadEnd(XMLHttpRequestProgressEvent::create(eventNames().timeoutEvent));,0
ipc.tx_flags = 0;,0
if (icmp_param->replyopts.optlen) {,0
ipc.opt = &icmp_param->replyopts;,0
"pixel_copy(png_bytep toBuffer, png_uint_32 toIndex,",0
fromIndex &= 7;,0
if (fromIndex > 0) sourceByte <<= fromIndex;,0
if (tab_id >= 0) {,0
const PermissionSet* tab_permissions = GetTabSpecificPermissions(tab_id);,0
if (tab_permissions &&,0
tab_permissions->HasAPIPermission(APIPermission::kTab)) {,0
*error = manifest_errors::kActiveTabPermissionNotGranted;,0
pitem_free(item);,0
"u_int tlen, pdu_type, pdu_len;",0
const u_char *tptr;,0
const rpki_rtr_pdu *pdu_header;,0
tptr = pptr;,0
while (tlen >= sizeof(rpki_rtr_pdu)) {,0
"ND_TCHECK2(*tptr, sizeof(rpki_rtr_pdu));",0
pdu_header = (const rpki_rtr_pdu *)tptr;,0
pdu_type = pdu_header->pdu_type;,0
pdu_len = EXTRACT_32BITS(pdu_header->length);,0
"ND_TCHECK2(*tptr, pdu_len);",0
/* infinite loop check *,0
if (!pdu_type || !pdu_len) {,0
if (tlen < pdu_len) {,0
* Print the PDU.,0
"if (rpki_rtr_pdu_print(ndo, tptr, 8))",0
tlen -= pdu_len;,0
const base::Time& now_plus_30s =,0
base::Time::Now() + base::TimeDelta::FromSeconds(30);,0
const base::Time& now_minus_2h =,0
void Vp9Parser::Reset() {,0
stream_ = nullptr;,0
bytes_left_ = 0;,0
"JNIEnv* env,",0
long Segment::ParseCues(,0
"long long off,",0
if (m_pCues),0
if (off < 0),0
if ((total < 0) || (pos >= total)),0
if (result > 0) //underflow (weird),0
if (id != 0x0C53BB6B)  //Cues ID,0
break ;,0
return retval;,0
paint_artifact.PaintChunks().begin();,0
"LayerizeGroup(paint_artifact, pending_layers,",0
"D1(printk(KERN_DEBUG ""jffs2_setattr(): ino #%lu\n"", inode->i_ino));",0
"ret = inode_change_ok(inode, iattr);",0
tab_contents_->interstitial_page()->DontProceed();,0
if (ShowingInterstitialPage()) {,0
"&CookieRetriever::RetrieveCookiesOnIO, retriever,",0
"process_->GetStoragePartition()->GetURLRequestContext()),",0
bool partition_is_privileged = false;,0
for (size_t i = 0;,0
i < info->webview_privileged_partitions_.size();,0
"if (MatchPattern(partition_id, info->webview_privileged_partitions_[i])) {",0
partition_is_privileged = true;,0
return partition_is_privileged && extension->ResourceMatches(,0
void StartAnimation() {,0
if (!GetCompositor()->HasAnimationObserver(this)),0
genericError();,0
const AtomicString& grabbed = getAttribute(aria_grabbedAttr);,0
"return equalIgnoringCase(grabbed, ""true"") ||",0
bool Plugin::LoadNaClModuleContinuationIntern(ErrorInfo* error_info) {,0
if (using_ipc_proxy_),0
"if (!CopyMetafileDataToSharedMem(*metafile,",0
&preview_params.metafile_data_handle)) {,0
"void jas_seq2d_bindsub(jas_matrix_t *s, jas_matrix_t *s1, int xstart,",0
UINT16 count;,0
BITMAP_DATA* newdata;,0
count = bitmapUpdate->number * 2;,0
"newdata = (BITMAP_DATA*) realloc(bitmapUpdate->rectangles,",0
"bool ChildProcessSecurityPolicyImpl::CanCommitURL(int child_id,",0
url::Origin origin = url::Origin::Create(url);,0
if (tab_contents_) {,0
if (action != kKeepSelection),0
"const wchar_t kPipe[] = L""pipe\\"";",0
long ContentEncoding::ParseContentEncAESSettingsEntry(,0
f = po->fanout;,0
if (!f),0
mutex_lock(&fanout_mutex);,0
if (atomic_dec_and_test(&f->sk_ref)) {,0
list_del(&f->list);,0
dev_remove_pack(&f->prot_hook);,0
fanout_release_data(f);,0
mutex_unlock(&fanout_mutex);,0
if (po->rollover),0
if (that->have_tRNS),0
void SetDelegateOnIO(content::ResourceDispatcherHostDelegate* new_delegate) {,0
content::ResourceDispatcherHost::Get()->SetDelegate(new_delegate);,0
uint32 strip;,0
uint64 nstrips64;,0
"nstrips64 = TIFFhowmany_64(bytecount, stripbytes);",0
"if ((nstrips64==0)||(nstrips64>0xFFFFFFFF)) /* something is wonky, do nothing. *",0
"""for chopped \""StripByteCounts\"" array"");",0
"SQLFreeStmt( hStmt, SQL_DROP );",0
value=(unsigned short) ((buffer[1] << 8) | buffer[0]);,0
value=(unsigned short) ((((unsigned char *) buffer)[0] << 8) |,0
((unsigned char *) buffer)[1]);,0
"gdIOCtx *out = gdNewDynamicCtx(2048, NULL);",0
"gdImageWBMPCtx(im, fg, out);",0
void CloudPolicyController::StopAutoRetry() {,0
scheduler_->CancelDelayedWork();,0
void InspectorOverlay::drawOverridesMessage(),0
RefPtr<JSONObject> data = JSONObject::create();,0
if (m_drawViewSize || m_highlightNode || m_highlightQuad),0
"data->setBoolean(""hidden"", true);",0
"data->setNumber(""overrides"", m_overrides);",0
"data->setNumber(""topOffset"", m_overridesTopOffset);",0
"evaluateInOverlay(""drawOverridesMessage"", data.release());",0
bool ExtensionTtsSpeakCompletedFunction::RunImpl() {,0
int request_id;,0
std::string error_message;,0
"EXTENSION_FUNCTION_VALIDATE(args_->GetInteger(0, &request_id));",0
if (args_->GetSize() >= 2),0
"EXTENSION_FUNCTION_VALIDATE(args_->GetString(1, &error_message));",0
ExtensionTtsController::GetInstance()->OnSpeechFinished(,0
case SCSI_REQ_STATUS_RETRY_FLUSH:,0
"code = decode_krb5_pa_s4u_x509_user(&req_data, s4u_x509_user);",0
"long long mkvparser::ReadUInt(IMkvReader* pReader, long long pos, long& len)",0
"status = pReader->Length(&total, &available);",0
assert(pos < available);,0
assert((available - pos) >= 1);  //assume here max u-int len is 8,0
if (status < 0)  //error or underflow,0
"if (status > 0)  //interpreted as ""underflow""",0
if (b == 0)  //we can't handle u-int values larger than 8 bytes,0
unsigned char m = 0x80;,0
while (!(b & m)),0
m >>= 1;,0
assert((available - pos) >= len);,0
for (int i = 1; i < len; ++i),0
"status = pReader->Read(pos, 1, &b);",0
result |= b;,0
++pos;,0
if (!((url.SchemeIs(url::kAboutScheme) ||,0
extension->permissions_data()->HasHostPermission(url) ||,0
const std::string& title = proto->gdata_directory().gdata_entry().title();,0
"if (title != ""drive"") {",0
cairo_surface_t *surface;,0
cairo_pixels = (guchar *)g_malloc (4 * width * height);,0
"surface = cairo_image_surface_create_for_data ((unsigned char *)cairo_pixels,",0
"CAIRO_FORMAT_RGB24,",0
"width, height, 4 * width);",0
"cairo_surface_set_user_data (surface, &key,",0
guchar *end = p + 3 * width;,0
q[2] = p[0];,0
data += rowstride;,0
gd->malloc_base = base;,0
/* next alloc will be higher by one 'early malloc arena' size *,0
static SkRandom rand;,0
"acpi_debugfs_dir = debugfs_create_dir(""acpi"", NULL);",0
void SyncTest::AddOptionalTypesToCommandLine(CommandLine* cl) {,0
if (!cl->HasSwitch(switches::kEnableSyncTabs)),0
cl->AppendSwitch(switches::kEnableSyncTabs);,0
